"rep","month","VE_inf","VE_sev"
139,19,0.537033912961758,0.544302118456795
139,20,0.516112296922707,0.523097349713623
139,21,0.495205921842929,0.50190802820054
139,22,0.474414102945279,0.480834813270505
139,23,0.453825603391074,0.459967669403561
139,24,0.433518917559867,0.439386153320517
139,25,0.413562676272108,0.419159824689879
139,26,0.394016140372134,0.399348746390983
139,27,0.374929755135413,0.380004046424579
139,28,0.356345743089987,0.361168518757498
139,29,0.338298717175153,0.342877244779817
139,30,0.320816299811682,0.325158220753562
139,31,0.303919736523551,0.308032979739176
139,32,0.287624495314998,0.291517199084536
139,33,0.271940845141196,0.275621286724633
139,34,0.256874408578776,0.260350941331931
139,35,0.242426685258151,0.24570768283281
139,36,0.228595543809965,0.231689351012005
140,0,0.769768811452504,0.773014600767985
140,1,0.76970228494042,0.772947793741753
140,2,0.769268152858389,0.772511831108454
140,3,0.768178856240121,0.771417941387332
140,4,0.766221620709805,0.769452453023078
140,5,0.763246319897686,0.766464606626567
140,6,0.759154955074017,0.762355990248882
140,7,0.753892558455544,0.757071404330889
140,8,0.74743934898469,0.750590984406664
140,9,0.739803988477645,0.742923428815607
140,10,0.731017803112049,0.734100195824596
140,11,0.72112985048386,0.724170549884707
140,12,0.710202726091751,0.713197350433342
140,13,0.698309015273329,0.70125348886976
140,14,0.685528307470965,0.688418890231326
140,15,0.671944699381725,0.674778005815291
140,16,0.657644722167757,0.660417731649093
140,17,0.64271563558027,0.645425695421383
140,18,0.627244038680671,0.629888861345163
140,19,0.611314752915325,0.613892408522941
140,20,0.595009938695518,0.597518843801687
140,21,0.578408411423259,0.580847314914606
140,22,0.561585127151006,0.563953093972109
140,23,0.544610811827011,0.54690720514384
140,24,0.527551711409702,0.5297761737194
140,25,0.510469443080922,0.51262187669421
140,26,0.493420930390678,0.495501477640799
140,27,0.476458407462802,0.478467430932194
140,28,0.459629479415034,0.461567542416769
140,29,0.442977227928731,0.444845075433099
140,30,0.426540352469372,0.428338892625934
140,31,0.410353339033522,0.41208362540469
140,32,0.394446649502318,0.396109864095367
140,33,0.37884692573519,0.38044436289484
140,34,0.363577203457529,0.365110254660407
140,35,0.348657131797791,0.350127271372581
140,36,0.334103195026657,0.335511966809239
141,0,0.762838416125539,0.807576998887023
141,1,0.762711973120883,0.807443140313475
141,2,0.761901089367135,0.806584700236972
141,3,0.759905851328752,0.804472446431918
141,4,0.756391883662201,0.800752393269477
141,5,0.751156851977466,0.795210339949051
141,6,0.744102502898881,0.787742270777968
141,7,0.735211423930324,0.778329752060356
141,8,0.724527817848687,0.767019578956436
141,9,0.712141683928787,0.753907028975473
141,10,0.698175883081772,0.739122168516597
141,11,0.682775637582201,0.722818736780903
141,12,0.666100079883586,0.705165198945967
141,13,0.648315520321041,0.686337619035934
141,14,0.629590151362857,0.666514053590569
141,15,0.61008994745518,0.645870211045997
141,16,0.589975555242187,0.624576159573984
141,17,0.569399999770374,0.602793898760803
141,18,0.548507058840728,0.580675638619182
141,19,0.527430180516753,0.558362653610858
141,20,0.506291838419337,0.535984600131091
141,21,0.485203236268874,0.513659203722907
141,22,0.464264287544191,0.491492237543079
141,23,0.443563808442226,0.469577726638403
141,24,0.423179872825833,0.447998323710321
141,25,0.403180286786775,0.426825811509852
141,26,0.383623148041911,0.406121695040978
141,27,0.364557461809927,0.385937853557025
141,28,0.346023790246203,0.366317228083272
141,29,0.328054917085601,0.347294525039392
141,30,0.310676512979496,0.328896920596848
141,31,0.29390779022022,0.31114475380131
