survtype,location_name,iso2_code,yearweek,week_end_date,indicator,age,value
non-sentinel,Finland,FI,2020-W47,2020-11-29,deaths,total,19
non-sentinel,Finland,FI,2020-W46,2020-11-22,deaths,0-4,0
non-sentinel,Finland,FI,2020-W46,2020-11-22,deaths,15-64,0
non-sentinel,Finland,FI,2020-W46,2020-11-22,deaths,5-14,0
non-sentinel,Finland,FI,2020-W46,2020-11-22,deaths,65+,4
non-sentinel,Finland,FI,2020-W46,2020-11-22,deaths,total,4
non-sentinel,Finland,FI,2020-W45,2020-11-15,deaths,0-4,0
non-sentinel,Finland,FI,2020-W45,2020-11-15,deaths,15-64,0
non-sentinel,Finland,FI,2020-W45,2020-11-15,deaths,5-14,0
non-sentinel,Finland,FI,2020-W45,2020-11-15,deaths,65+,4
non-sentinel,Finland,FI,2020-W45,2020-11-15,deaths,total,4
non-sentinel,Finland,FI,2020-W44,2020-11-08,deaths,0-4,0
non-sentinel,Finland,FI,2020-W44,2020-11-08,deaths,15-64,1
non-sentinel,Finland,FI,2020-W44,2020-11-08,deaths,5-14,0
non-sentinel,Finland,FI,2020-W44,2020-11-08,deaths,65+,6
non-sentinel,Finland,FI,2020-W44,2020-11-08,deaths,total,7
non-sentinel,Finland,FI,2020-W43,2020-11-01,deaths,0-4,0
non-sentinel,Finland,FI,2020-W43,2020-11-01,deaths,15-64,0
non-sentinel,Finland,FI,2020-W43,2020-11-01,deaths,5-14,0
non-sentinel,Finland,FI,2020-W43,2020-11-01,deaths,65+,2
non-sentinel,Finland,FI,2020-W43,2020-11-01,deaths,total,2
non-sentinel,Finland,FI,2020-W42,2020-10-25,deaths,0-4,0
non-sentinel,Finland,FI,2020-W42,2020-10-25,deaths,15-64,0
non-sentinel,Finland,FI,2020-W42,2020-10-25,deaths,5-14,0
non-sentinel,Finland,FI,2020-W42,2020-10-25,deaths,65+,4
non-sentinel,Finland,FI,2020-W42,2020-10-25,deaths,total,4
non-sentinel,Finland,FI,2020-W41,2020-10-18,deaths,0-4,0
non-sentinel,Finland,FI,2020-W41,2020-10-18,deaths,15-64,0
non-sentinel,Finland,FI,2020-W41,2020-10-18,deaths,5-14,0
non-sentinel,Finland,FI,2020-W41,2020-10-18,deaths,65+,2
non-sentinel,Finland,FI,2020-W41,2020-10-18,deaths,total,2
non-sentinel,Finland,FI,2020-W40,2020-10-11,deaths,0-4,0
non-sentinel,Finland,FI,2020-W40,2020-10-11,deaths,15-64,1
non-sentinel,Finland,FI,2020-W40,2020-10-11,deaths,5-14,0
non-sentinel,Finland,FI,2020-W40,2020-10-11,deaths,65+,2
non-sentinel,Finland,FI,2020-W40,2020-10-11,deaths,total,3
non-sentinel,Finland,FI,2020-W39,2020-10-04,deaths,0-4,0
non-sentinel,Finland,FI,2020-W39,2020-10-04,deaths,15-64,0
non-sentinel,Finland,FI,2020-W39,2020-10-04,deaths,5-14,0
non-sentinel,Finland,FI,2020-W39,2020-10-04,deaths,65+,3
non-sentinel,Finland,FI,2020-W39,2020-10-04,deaths,total,3
non-sentinel,Finland,FI,2020-W38,2020-09-27,deaths,0-4,0
non-sentinel,Finland,FI,2020-W38,2020-09-27,deaths,15-64,0
non-sentinel,Finland,FI,2020-W38,2020-09-27,deaths,5-14,0
non-sentinel,Finland,FI,2020-W38,2020-09-27,deaths,65+,3
non-sentinel,Finland,FI,2020-W38,2020-09-27,deaths,total,3
non-sentinel,Finland,FI,2020-W37,2020-09-20,deaths,0-4,0
non-sentinel,Finland,FI,2020-W37,2020-09-20,deaths,15-64,0
non-sentinel,Finland,FI,2020-W37,2020-09-20,deaths,5-14,0
non-sentinel,Finland,FI,2020-W37,2020-09-20,deaths,65+,4
non-sentinel,Finland,FI,2020-W37,2020-09-20,deaths,total,4
non-sentinel,Finland,FI,2020-W36,2020-09-13,deaths,0-4,0
non-sentinel,Finland,FI,2020-W36,2020-09-13,deaths,15-64,0
non-sentinel,Finland,FI,2020-W36,2020-09-13,deaths,5-14,0
non-sentinel,Finland,FI,2020-W36,2020-09-13,deaths,65+,0
non-sentinel,Finland,FI,2020-W36,2020-09-13,deaths,total,0
non-sentinel,Finland,FI,2020-W35,2020-09-06,deaths,0-4,0
non-sentinel,Finland,FI,2020-W35,2020-09-06,deaths,15-64,0
non-sentinel,Finland,FI,2020-W35,2020-09-06,deaths,5-14,0
non-sentinel,Finland,FI,2020-W35,2020-09-06,deaths,65+,0
non-sentinel,Finland,FI,2020-W35,2020-09-06,deaths,total,0
non-sentinel,Finland,FI,2020-W34,2020-08-30,deaths,0-4,0
non-sentinel,Finland,FI,2020-W34,2020-08-30,deaths,15-64,0
non-sentinel,Finland,FI,2020-W34,2020-08-30,deaths,5-14,0
non-sentinel,Finland,FI,2020-W34,2020-08-30,deaths,65+,1
non-sentinel,Finland,FI,2020-W34,2020-08-30,deaths,total,1
non-sentinel,Finland,FI,2020-W33,2020-08-23,deaths,0-4,0
non-sentinel,Finland,FI,2020-W33,2020-08-23,deaths,15-64,0
non-sentinel,Finland,FI,2020-W33,2020-08-23,deaths,5-14,0
non-sentinel,Finland,FI,2020-W33,2020-08-23,deaths,65+,0
non-sentinel,Finland,FI,2020-W33,2020-08-23,deaths,total,0
non-sentinel,Finland,FI,2020-W32,2020-08-16,deaths,0-4,0
non-sentinel,Finland,FI,2020-W32,2020-08-16,deaths,15-64,0
non-sentinel,Finland,FI,2020-W32,2020-08-16,deaths,5-14,0
non-sentinel,Finland,FI,2020-W32,2020-08-16,deaths,65+,1
non-sentinel,Finland,FI,2020-W32,2020-08-16,deaths,total,1
non-sentinel,Finland,FI,2020-W31,2020-08-09,deaths,0-4,0
non-sentinel,Finland,FI,2020-W31,2020-08-09,deaths,15-64,0
non-sentinel,Finland,FI,2020-W31,2020-08-09,deaths,5-14,0
non-sentinel,Finland,FI,2020-W31,2020-08-09,deaths,65+,2
non-sentinel,Finland,FI,2020-W31,2020-08-09,deaths,total,2
non-sentinel,Finland,FI,2020-W30,2020-08-02,deaths,0-4,0
non-sentinel,Finland,FI,2020-W30,2020-08-02,deaths,15-64,1
non-sentinel,Finland,FI,2020-W30,2020-08-02,deaths,5-14,0
non-sentinel,Finland,FI,2020-W30,2020-08-02,deaths,65+,1
non-sentinel,Finland,FI,2020-W30,2020-08-02,deaths,total,2
non-sentinel,Finland,FI,2020-W29,2020-07-26,deaths,0-4,0
non-sentinel,Finland,FI,2020-W29,2020-07-26,deaths,15-64,0
non-sentinel,Finland,FI,2020-W29,2020-07-26,deaths,5-14,0
non-sentinel,Finland,FI,2020-W29,2020-07-26,deaths,65+,0
non-sentinel,Finland,FI,2020-W29,2020-07-26,deaths,total,0
non-sentinel,Finland,FI,2020-W28,2020-07-19,deaths,0-4,0
non-sentinel,Finland,FI,2020-W28,2020-07-19,deaths,15-64,0
non-sentinel,Finland,FI,2020-W28,2020-07-19,deaths,5-14,0
non-sentinel,Finland,FI,2020-W28,2020-07-19,deaths,65+,0
non-sentinel,Finland,FI,2020-W28,2020-07-19,deaths,total,0
non-sentinel,Finland,FI,2020-W27,2020-07-12,deaths,0-4,0
non-sentinel,Finland,FI,2020-W27,2020-07-12,deaths,15-64,0
non-sentinel,Finland,FI,2020-W27,2020-07-12,deaths,5-14,0
non-sentinel,Finland,FI,2020-W27,2020-07-12,deaths,65+,1
non-sentinel,Finland,FI,2020-W27,2020-07-12,deaths,total,1
non-sentinel,Finland,FI,2020-W26,2020-07-05,deaths,0-4,0
non-sentinel,Finland,FI,2020-W26,2020-07-05,deaths,15-64,0
non-sentinel,Finland,FI,2020-W26,2020-07-05,deaths,5-14,0
non-sentinel,Finland,FI,2020-W26,2020-07-05,deaths,65+,1
non-sentinel,Finland,FI,2020-W26,2020-07-05,deaths,total,1
non-sentinel,Finland,FI,2020-W25,2020-06-28,deaths,0-4,0
non-sentinel,Finland,FI,2020-W25,2020-06-28,deaths,15-64,0
non-sentinel,Finland,FI,2020-W25,2020-06-28,deaths,5-14,0
non-sentinel,Finland,FI,2020-W25,2020-06-28,deaths,65+,0
non-sentinel,Finland,FI,2020-W25,2020-06-28,deaths,total,0
non-sentinel,Finland,FI,2020-W24,2020-06-21,deaths,0-4,0
non-sentinel,Finland,FI,2020-W24,2020-06-21,deaths,15-64,0
non-sentinel,Finland,FI,2020-W24,2020-06-21,deaths,5-14,0
non-sentinel,Finland,FI,2020-W24,2020-06-21,deaths,65+,1
non-sentinel,Finland,FI,2020-W24,2020-06-21,deaths,total,1
non-sentinel,Finland,FI,2020-W23,2020-06-14,deaths,0-4,0
non-sentinel,Finland,FI,2020-W23,2020-06-14,deaths,15-64,0
non-sentinel,Finland,FI,2020-W23,2020-06-14,deaths,5-14,0
non-sentinel,Finland,FI,2020-W23,2020-06-14,deaths,65+,3
non-sentinel,Finland,FI,2020-W23,2020-06-14,deaths,total,3
non-sentinel,Finland,FI,2020-W22,2020-06-07,deaths,0-4,0
non-sentinel,Finland,FI,2020-W22,2020-06-07,deaths,15-64,0
non-sentinel,Finland,FI,2020-W22,2020-06-07,deaths,5-14,0
non-sentinel,Finland,FI,2020-W22,2020-06-07,deaths,65+,8
non-sentinel,Finland,FI,2020-W22,2020-06-07,deaths,total,8
non-sentinel,Finland,FI,2020-W21,2020-05-31,deaths,0-4,0
non-sentinel,Finland,FI,2020-W21,2020-05-31,deaths,15-64,0
non-sentinel,Finland,FI,2020-W21,2020-05-31,deaths,5-14,0
non-sentinel,Finland,FI,2020-W21,2020-05-31,deaths,65+,9
non-sentinel,Finland,FI,2020-W21,2020-05-31,deaths,total,9
non-sentinel,Finland,FI,2020-W20,2020-05-24,deaths,0-4,0
non-sentinel,Finland,FI,2020-W20,2020-05-24,deaths,15-64,3
non-sentinel,Finland,FI,2020-W20,2020-05-24,deaths,5-14,0
non-sentinel,Finland,FI,2020-W20,2020-05-24,deaths,65+,20
non-sentinel,Finland,FI,2020-W20,2020-05-24,deaths,total,23
non-sentinel,Finland,FI,2020-W19,2020-05-17,deaths,0-4,0
non-sentinel,Finland,FI,2020-W19,2020-05-17,deaths,15-64,7
non-sentinel,Finland,FI,2020-W19,2020-05-17,deaths,5-14,0
non-sentinel,Finland,FI,2020-W19,2020-05-17,deaths,65+,23
non-sentinel,Finland,FI,2020-W19,2020-05-17,deaths,total,30
non-sentinel,Finland,FI,2020-W18,2020-05-10,deaths,0-4,0
non-sentinel,Finland,FI,2020-W18,2020-05-10,deaths,15-64,3
non-sentinel,Finland,FI,2020-W18,2020-05-10,deaths,5-14,0
non-sentinel,Finland,FI,2020-W18,2020-05-10,deaths,65+,39
non-sentinel,Finland,FI,2020-W18,2020-05-10,deaths,total,42
non-sentinel,Finland,FI,2020-W17,2020-05-03,deaths,0-4,0
non-sentinel,Finland,FI,2020-W17,2020-05-03,deaths,15-64,1
non-sentinel,Finland,FI,2020-W17,2020-05-03,deaths,5-14,0
non-sentinel,Finland,FI,2020-W17,2020-05-03,deaths,65+,48
non-sentinel,Finland,FI,2020-W17,2020-05-03,deaths,total,49
non-sentinel,Finland,FI,2020-W16,2020-04-26,deaths,0-4,0
non-sentinel,Finland,FI,2020-W16,2020-04-26,deaths,15-64,2
non-sentinel,Finland,FI,2020-W16,2020-04-26,deaths,5-14,0
non-sentinel,Finland,FI,2020-W16,2020-04-26,deaths,65+,56
non-sentinel,Finland,FI,2020-W16,2020-04-26,deaths,total,58
non-sentinel,Finland,FI,2020-W15,2020-04-19,deaths,0-4,0
non-sentinel,Finland,FI,2020-W15,2020-04-19,deaths,15-64,4
non-sentinel,Finland,FI,2020-W15,2020-04-19,deaths,5-14,0
non-sentinel,Finland,FI,2020-W15,2020-04-19,deaths,65+,44
non-sentinel,Finland,FI,2020-W15,2020-04-19,deaths,total,48
non-sentinel,Finland,FI,2020-W14,2020-04-12,deaths,0-4,0
non-sentinel,Finland,FI,2020-W14,2020-04-12,deaths,15-64,3
non-sentinel,Finland,FI,2020-W14,2020-04-12,deaths,5-14,0
non-sentinel,Finland,FI,2020-W14,2020-04-12,deaths,65+,26
non-sentinel,Finland,FI,2020-W14,2020-04-12,deaths,total,29
non-sentinel,Finland,FI,2020-W13,2020-04-05,deaths,0-4,0
non-sentinel,Finland,FI,2020-W13,2020-04-05,deaths,15-64,1
non-sentinel,Finland,FI,2020-W13,2020-04-05,deaths,5-14,0
non-sentinel,Finland,FI,2020-W13,2020-04-05,deaths,65+,11
non-sentinel,Finland,FI,2020-W13,2020-04-05,deaths,total,12
non-sentinel,Finland,FI,2020-W12,2020-03-29,deaths,0-4,0
non-sentinel,Finland,FI,2020-W12,2020-03-29,deaths,15-64,0
non-sentinel,Finland,FI,2020-W12,2020-03-29,deaths,5-14,0
non-sentinel,Finland,FI,2020-W12,2020-03-29,deaths,65+,1
non-sentinel,Finland,FI,2020-W12,2020-03-29,deaths,total,1
non-sentinel,Finland,FI,2020-W11,2020-03-22,deaths,0-4,0
non-sentinel,Finland,FI,2020-W11,2020-03-22,deaths,15-64,0
non-sentinel,Finland,FI,2020-W11,2020-03-22,deaths,5-14,0
non-sentinel,Finland,FI,2020-W11,2020-03-22,deaths,65+,0
non-sentinel,Finland,FI,2020-W11,2020-03-22,deaths,total,0
non-sentinel,Finland,FI,2020-W10,2020-03-15,deaths,0-4,0
non-sentinel,Finland,FI,2020-W10,2020-03-15,deaths,15-64,0
non-sentinel,Finland,FI,2020-W10,2020-03-15,deaths,5-14,0
non-sentinel,Finland,FI,2020-W10,2020-03-15,deaths,65+,0
non-sentinel,Finland,FI,2020-W10,2020-03-15,deaths,total,0
non-sentinel,France,FR,2024-W09,2024-03-03,deaths,65+,2
non-sentinel,France,FR,2024-W09,2024-03-03,deaths,total,2
non-sentinel,France,FR,2024-W08,2024-02-25,deaths,0-4,1
non-sentinel,France,FR,2024-W08,2024-02-25,deaths,15-64,1
non-sentinel,France,FR,2024-W08,2024-02-25,deaths,65+,1
non-sentinel,France,FR,2024-W08,2024-02-25,deaths,total,3
non-sentinel,France,FR,2024-W07,2024-02-18,deaths,15-64,1
non-sentinel,France,FR,2024-W07,2024-02-18,deaths,65+,1
non-sentinel,France,FR,2024-W07,2024-02-18,deaths,total,2
non-sentinel,France,FR,2024-W06,2024-02-11,deaths,15-64,1
non-sentinel,France,FR,2024-W06,2024-02-11,deaths,65+,1
non-sentinel,France,FR,2024-W06,2024-02-11,deaths,total,2
non-sentinel,France,FR,2024-W05,2024-02-04,deaths,65+,1
non-sentinel,France,FR,2024-W05,2024-02-04,deaths,total,1
non-sentinel,France,FR,2024-W04,2024-01-28,deaths,15-64,3
non-sentinel,France,FR,2024-W04,2024-01-28,deaths,65+,5
non-sentinel,France,FR,2024-W04,2024-01-28,deaths,total,8
non-sentinel,France,FR,2024-W03,2024-01-21,deaths,15-64,2
non-sentinel,France,FR,2024-W03,2024-01-21,deaths,65+,6
non-sentinel,France,FR,2024-W03,2024-01-21,deaths,total,8
non-sentinel,France,FR,2024-W02,2024-01-14,deaths,15-64,3
non-sentinel,France,FR,2024-W02,2024-01-14,deaths,65+,8
non-sentinel,France,FR,2024-W02,2024-01-14,deaths,total,11
non-sentinel,France,FR,2024-W01,2024-01-07,deaths,15-64,1
non-sentinel,France,FR,2024-W01,2024-01-07,deaths,65+,6
non-sentinel,France,FR,2024-W01,2024-01-07,deaths,total,7
non-sentinel,France,FR,2023-W52,2023-12-31,deaths,15-64,1
non-sentinel,France,FR,2023-W52,2023-12-31,deaths,65+,7
non-sentinel,France,FR,2023-W52,2023-12-31,deaths,total,8
non-sentinel,France,FR,2023-W51,2023-12-24,deaths,15-64,4
non-sentinel,France,FR,2023-W51,2023-12-24,deaths,65+,6
non-sentinel,France,FR,2023-W51,2023-12-24,deaths,total,10
non-sentinel,France,FR,2023-W50,2023-12-17,deaths,15-64,1
non-sentinel,France,FR,2023-W50,2023-12-17,deaths,65+,6
non-sentinel,France,FR,2023-W50,2023-12-17,deaths,total,7
non-sentinel,France,FR,2023-W49,2023-12-10,deaths,15-64,1
non-sentinel,France,FR,2023-W49,2023-12-10,deaths,65+,4
non-sentinel,France,FR,2023-W49,2023-12-10,deaths,total,5
non-sentinel,France,FR,2023-W48,2023-12-03,deaths,15-64,2
non-sentinel,France,FR,2023-W48,2023-12-03,deaths,65+,11
non-sentinel,France,FR,2023-W48,2023-12-03,deaths,total,13
non-sentinel,France,FR,2023-W47,2023-11-26,deaths,65+,1
non-sentinel,France,FR,2023-W47,2023-11-26,deaths,total,1
non-sentinel,France,FR,2023-W46,2023-11-19,deaths,15-64,2
non-sentinel,France,FR,2023-W46,2023-11-19,deaths,65+,5
non-sentinel,France,FR,2023-W46,2023-11-19,deaths,total,7
non-sentinel,France,FR,2023-W45,2023-11-12,deaths,65+,6
non-sentinel,France,FR,2023-W45,2023-11-12,deaths,total,6
non-sentinel,France,FR,2023-W44,2023-11-05,deaths,65+,5
non-sentinel,France,FR,2023-W44,2023-11-05,deaths,total,5
non-sentinel,France,FR,2023-W43,2023-10-29,deaths,15-64,3
non-sentinel,France,FR,2023-W43,2023-10-29,deaths,65+,7
non-sentinel,France,FR,2023-W43,2023-10-29,deaths,total,10
non-sentinel,France,FR,2023-W42,2023-10-22,deaths,15-64,1
non-sentinel,France,FR,2023-W42,2023-10-22,deaths,65+,5
non-sentinel,France,FR,2023-W42,2023-10-22,deaths,total,6
non-sentinel,France,FR,2023-W41,2023-10-15,deaths,15-64,1
non-sentinel,France,FR,2023-W41,2023-10-15,deaths,65+,3
non-sentinel,France,FR,2023-W41,2023-10-15,deaths,total,4
non-sentinel,France,FR,2023-W40,2023-10-08,deaths,65+,3
non-sentinel,France,FR,2023-W40,2023-10-08,deaths,total,3
non-sentinel,France,FR,2023-W39,2023-10-01,deaths,65+,1
non-sentinel,France,FR,2023-W39,2023-10-01,deaths,total,1
non-sentinel,France,FR,2023-W25,2023-06-25,deaths,0-4,0
non-sentinel,France,FR,2023-W25,2023-06-25,deaths,15-64,6
non-sentinel,France,FR,2023-W25,2023-06-25,deaths,5-14,0
non-sentinel,France,FR,2023-W25,2023-06-25,deaths,65+,62
non-sentinel,France,FR,2023-W25,2023-06-25,deaths,total,68
non-sentinel,France,FR,2023-W25,2023-06-25,deaths,unk,0
non-sentinel,France,FR,2023-W24,2023-06-18,deaths,0-4,0
non-sentinel,France,FR,2023-W24,2023-06-18,deaths,15-64,6
non-sentinel,France,FR,2023-W24,2023-06-18,deaths,5-14,0
non-sentinel,France,FR,2023-W24,2023-06-18,deaths,65+,58
non-sentinel,France,FR,2023-W24,2023-06-18,deaths,total,67
non-sentinel,France,FR,2023-W24,2023-06-18,deaths,unk,1
non-sentinel,France,FR,2023-W23,2023-06-11,deaths,0-4,1
non-sentinel,France,FR,2023-W23,2023-06-11,deaths,15-64,11
non-sentinel,France,FR,2023-W23,2023-06-11,deaths,5-14,0
non-sentinel,France,FR,2023-W23,2023-06-11,deaths,65+,89
non-sentinel,France,FR,2023-W23,2023-06-11,deaths,total,106
non-sentinel,France,FR,2023-W23,2023-06-11,deaths,unk,1
non-sentinel,France,FR,2023-W22,2023-06-04,deaths,0-4,0
non-sentinel,France,FR,2023-W22,2023-06-04,deaths,15-64,8
non-sentinel,France,FR,2023-W22,2023-06-04,deaths,5-14,0
non-sentinel,France,FR,2023-W22,2023-06-04,deaths,65+,99
non-sentinel,France,FR,2023-W22,2023-06-04,deaths,total,112
non-sentinel,France,FR,2023-W22,2023-06-04,deaths,unk,1
non-sentinel,France,FR,2023-W21,2023-05-28,deaths,0-4,0
non-sentinel,France,FR,2023-W21,2023-05-28,deaths,15-64,10
non-sentinel,France,FR,2023-W21,2023-05-28,deaths,5-14,0
non-sentinel,France,FR,2023-W21,2023-05-28,deaths,65+,130
non-sentinel,France,FR,2023-W21,2023-05-28,deaths,total,149
non-sentinel,France,FR,2023-W21,2023-05-28,deaths,unk,6
non-sentinel,France,FR,2023-W20,2023-05-21,deaths,0-4,0
non-sentinel,France,FR,2023-W20,2023-05-21,deaths,15-64,12
non-sentinel,France,FR,2023-W20,2023-05-21,deaths,5-14,0
non-sentinel,France,FR,2023-W20,2023-05-21,deaths,65+,111
non-sentinel,France,FR,2023-W20,2023-05-21,deaths,total,134
non-sentinel,France,FR,2023-W20,2023-05-21,deaths,unk,2
non-sentinel,France,FR,2023-W19,2023-05-14,deaths,0-4,0
non-sentinel,France,FR,2023-W19,2023-05-14,deaths,15-64,13
non-sentinel,France,FR,2023-W19,2023-05-14,deaths,5-14,0
non-sentinel,France,FR,2023-W19,2023-05-14,deaths,65+,134
non-sentinel,France,FR,2023-W19,2023-05-14,deaths,total,160
non-sentinel,France,FR,2023-W19,2023-05-14,deaths,unk,3
non-sentinel,France,FR,2023-W18,2023-05-07,deaths,0-4,0
non-sentinel,France,FR,2023-W18,2023-05-07,deaths,15-64,25
non-sentinel,France,FR,2023-W18,2023-05-07,deaths,5-14,0
non-sentinel,France,FR,2023-W18,2023-05-07,deaths,65+,203
non-sentinel,France,FR,2023-W18,2023-05-07,deaths,total,239
non-sentinel,France,FR,2023-W18,2023-05-07,deaths,unk,5
non-sentinel,France,FR,2023-W17,2023-04-30,deaths,0-4,2
non-sentinel,France,FR,2023-W17,2023-04-30,deaths,15-64,18
non-sentinel,France,FR,2023-W17,2023-04-30,deaths,5-14,0
non-sentinel,France,FR,2023-W17,2023-04-30,deaths,65+,220
non-sentinel,France,FR,2023-W17,2023-04-30,deaths,total,252
non-sentinel,France,FR,2023-W17,2023-04-30,deaths,unk,3
non-sentinel,France,FR,2023-W16,2023-04-23,deaths,0-4,1
non-sentinel,France,FR,2023-W16,2023-04-23,deaths,15-64,27
non-sentinel,France,FR,2023-W16,2023-04-23,deaths,5-14,0
non-sentinel,France,FR,2023-W16,2023-04-23,deaths,65+,238
non-sentinel,France,FR,2023-W16,2023-04-23,deaths,total,282
non-sentinel,France,FR,2023-W16,2023-04-23,deaths,unk,2
non-sentinel,France,FR,2023-W15,2023-04-16,deaths,0-4,0
non-sentinel,France,FR,2023-W15,2023-04-16,deaths,15-64,8
non-sentinel,France,FR,2023-W15,2023-04-16,deaths,5-14,0
non-sentinel,France,FR,2023-W15,2023-04-16,deaths,65+,146
non-sentinel,France,FR,2023-W15,2023-04-16,deaths,total,167
non-sentinel,France,FR,2023-W15,2023-04-16,deaths,unk,3
non-sentinel,France,FR,2023-W14,2023-04-09,deaths,0-4,0
non-sentinel,France,FR,2023-W14,2023-04-09,deaths,15-64,9
non-sentinel,France,FR,2023-W14,2023-04-09,deaths,5-14,0
non-sentinel,France,FR,2023-W14,2023-04-09,deaths,65+,165
non-sentinel,France,FR,2023-W14,2023-04-09,deaths,total,188
non-sentinel,France,FR,2023-W14,2023-04-09,deaths,unk,2
non-sentinel,France,FR,2023-W13,2023-04-02,deaths,0-4,0
non-sentinel,France,FR,2023-W13,2023-04-02,deaths,15-64,16
non-sentinel,France,FR,2023-W13,2023-04-02,deaths,5-14,0
non-sentinel,France,FR,2023-W13,2023-04-02,deaths,65+,185
non-sentinel,France,FR,2023-W13,2023-04-02,deaths,total,210
non-sentinel,France,FR,2023-W13,2023-04-02,deaths,unk,4
non-sentinel,France,FR,2023-W12,2023-03-26,deaths,0-4,0
non-sentinel,France,FR,2023-W12,2023-03-26,deaths,15-64,19
non-sentinel,France,FR,2023-W12,2023-03-26,deaths,5-14,0
non-sentinel,France,FR,2023-W12,2023-03-26,deaths,65+,143
non-sentinel,France,FR,2023-W12,2023-03-26,deaths,total,172
non-sentinel,France,FR,2023-W12,2023-03-26,deaths,unk,4
non-sentinel,France,FR,2023-W11,2023-03-19,deaths,0-4,0
non-sentinel,France,FR,2023-W11,2023-03-19,deaths,15-64,14
non-sentinel,France,FR,2023-W11,2023-03-19,deaths,5-14,0
non-sentinel,France,FR,2023-W11,2023-03-19,deaths,65+,142
non-sentinel,France,FR,2023-W11,2023-03-19,deaths,total,164
non-sentinel,France,FR,2023-W11,2023-03-19,deaths,unk,2
non-sentinel,France,FR,2023-W10,2023-03-12,deaths,0-4,0
non-sentinel,France,FR,2023-W10,2023-03-12,deaths,15-64,8
non-sentinel,France,FR,2023-W10,2023-03-12,deaths,5-14,0
non-sentinel,France,FR,2023-W10,2023-03-12,deaths,65+,114
non-sentinel,France,FR,2023-W10,2023-03-12,deaths,total,125
non-sentinel,France,FR,2023-W10,2023-03-12,deaths,unk,1
non-sentinel,France,FR,2023-W09,2023-03-05,deaths,0-4,2
non-sentinel,France,FR,2023-W09,2023-03-05,deaths,15-64,5
non-sentinel,France,FR,2023-W09,2023-03-05,deaths,5-14,0
non-sentinel,France,FR,2023-W09,2023-03-05,deaths,65+,140
non-sentinel,France,FR,2023-W09,2023-03-05,deaths,total,152
non-sentinel,France,FR,2023-W09,2023-03-05,deaths,unk,4
non-sentinel,France,FR,2023-W08,2023-02-26,deaths,0-4,0
non-sentinel,France,FR,2023-W08,2023-02-26,deaths,15-64,14
non-sentinel,France,FR,2023-W08,2023-02-26,deaths,5-14,1
non-sentinel,France,FR,2023-W08,2023-02-26,deaths,65+,151
non-sentinel,France,FR,2023-W08,2023-02-26,deaths,total,170
non-sentinel,France,FR,2023-W08,2023-02-26,deaths,unk,1
non-sentinel,France,FR,2023-W07,2023-02-19,deaths,0-4,0
non-sentinel,France,FR,2023-W07,2023-02-19,deaths,15-64,13
non-sentinel,France,FR,2023-W07,2023-02-19,deaths,5-14,0
non-sentinel,France,FR,2023-W07,2023-02-19,deaths,65+,161
non-sentinel,France,FR,2023-W07,2023-02-19,deaths,total,180
non-sentinel,France,FR,2023-W07,2023-02-19,deaths,unk,4
non-sentinel,France,FR,2023-W06,2023-02-12,deaths,0-4,0
non-sentinel,France,FR,2023-W06,2023-02-12,deaths,15-64,18
non-sentinel,France,FR,2023-W06,2023-02-12,deaths,5-14,0
non-sentinel,France,FR,2023-W06,2023-02-12,deaths,65+,150
non-sentinel,France,FR,2023-W06,2023-02-12,deaths,total,172
non-sentinel,France,FR,2023-W06,2023-02-12,deaths,unk,3
non-sentinel,France,FR,2023-W05,2023-02-05,deaths,0-4,1
non-sentinel,France,FR,2023-W05,2023-02-05,deaths,15-64,19
non-sentinel,France,FR,2023-W05,2023-02-05,deaths,5-14,0
non-sentinel,France,FR,2023-W05,2023-02-05,deaths,65+,238
non-sentinel,France,FR,2023-W05,2023-02-05,deaths,total,265
non-sentinel,France,FR,2023-W05,2023-02-05,deaths,unk,3
non-sentinel,France,FR,2023-W04,2023-01-29,deaths,0-4,1
non-sentinel,France,FR,2023-W04,2023-01-29,deaths,15-64,24
non-sentinel,France,FR,2023-W04,2023-01-29,deaths,5-14,0
non-sentinel,France,FR,2023-W04,2023-01-29,deaths,65+,286
non-sentinel,France,FR,2023-W04,2023-01-29,deaths,total,331
non-sentinel,France,FR,2023-W04,2023-01-29,deaths,unk,13
non-sentinel,France,FR,2023-W03,2023-01-22,deaths,0-4,0
non-sentinel,France,FR,2023-W03,2023-01-22,deaths,15-64,34
non-sentinel,France,FR,2023-W03,2023-01-22,deaths,5-14,1
non-sentinel,France,FR,2023-W03,2023-01-22,deaths,65+,351
non-sentinel,France,FR,2023-W03,2023-01-22,deaths,total,403
non-sentinel,France,FR,2023-W03,2023-01-22,deaths,unk,5
non-sentinel,France,FR,2023-W02,2023-01-15,deaths,0-4,0
non-sentinel,France,FR,2023-W02,2023-01-15,deaths,15-64,43
non-sentinel,France,FR,2023-W02,2023-01-15,deaths,5-14,0
non-sentinel,France,FR,2023-W02,2023-01-15,deaths,65+,451
non-sentinel,France,FR,2023-W02,2023-01-15,deaths,total,514
