survtype,location_name,iso2_code,yearweek,week_end_date,indicator,age,value
non-sentinel,Finland,FI,2022-W18,2022-05-08,deaths,15-64,12
non-sentinel,Finland,FI,2022-W18,2022-05-08,deaths,5-14,0
non-sentinel,Finland,FI,2022-W18,2022-05-08,deaths,65+,132
non-sentinel,Finland,FI,2022-W18,2022-05-08,deaths,total,144
non-sentinel,Finland,FI,2022-W17,2022-05-01,deaths,0-4,0
non-sentinel,Finland,FI,2022-W17,2022-05-01,deaths,15-64,6
non-sentinel,Finland,FI,2022-W17,2022-05-01,deaths,5-14,0
non-sentinel,Finland,FI,2022-W17,2022-05-01,deaths,65+,161
non-sentinel,Finland,FI,2022-W17,2022-05-01,deaths,total,167
non-sentinel,Finland,FI,2022-W16,2022-04-24,deaths,0-4,0
non-sentinel,Finland,FI,2022-W16,2022-04-24,deaths,15-64,12
non-sentinel,Finland,FI,2022-W16,2022-04-24,deaths,5-14,0
non-sentinel,Finland,FI,2022-W16,2022-04-24,deaths,65+,178
non-sentinel,Finland,FI,2022-W16,2022-04-24,deaths,total,190
non-sentinel,Finland,FI,2022-W15,2022-04-17,deaths,0-4,0
non-sentinel,Finland,FI,2022-W15,2022-04-17,deaths,15-64,14
non-sentinel,Finland,FI,2022-W15,2022-04-17,deaths,5-14,0
non-sentinel,Finland,FI,2022-W15,2022-04-17,deaths,65+,190
non-sentinel,Finland,FI,2022-W15,2022-04-17,deaths,total,204
non-sentinel,Finland,FI,2022-W14,2022-04-10,deaths,0-4,0
non-sentinel,Finland,FI,2022-W14,2022-04-10,deaths,15-64,18
non-sentinel,Finland,FI,2022-W14,2022-04-10,deaths,5-14,0
non-sentinel,Finland,FI,2022-W14,2022-04-10,deaths,65+,211
non-sentinel,Finland,FI,2022-W14,2022-04-10,deaths,total,229
non-sentinel,Finland,FI,2022-W13,2022-04-03,deaths,0-4,0
non-sentinel,Finland,FI,2022-W13,2022-04-03,deaths,15-64,14
non-sentinel,Finland,FI,2022-W13,2022-04-03,deaths,5-14,1
non-sentinel,Finland,FI,2022-W13,2022-04-03,deaths,65+,221
non-sentinel,Finland,FI,2022-W13,2022-04-03,deaths,total,236
non-sentinel,Finland,FI,2022-W12,2022-03-27,deaths,0-4,0
non-sentinel,Finland,FI,2022-W12,2022-03-27,deaths,15-64,14
non-sentinel,Finland,FI,2022-W12,2022-03-27,deaths,5-14,0
non-sentinel,Finland,FI,2022-W12,2022-03-27,deaths,65+,158
non-sentinel,Finland,FI,2022-W12,2022-03-27,deaths,total,172
non-sentinel,Finland,FI,2022-W11,2022-03-20,deaths,0-4,0
non-sentinel,Finland,FI,2022-W11,2022-03-20,deaths,15-64,14
non-sentinel,Finland,FI,2022-W11,2022-03-20,deaths,5-14,0
non-sentinel,Finland,FI,2022-W11,2022-03-20,deaths,65+,190
non-sentinel,Finland,FI,2022-W11,2022-03-20,deaths,total,204
non-sentinel,Finland,FI,2022-W10,2022-03-13,deaths,0-4,0
non-sentinel,Finland,FI,2022-W10,2022-03-13,deaths,15-64,8
non-sentinel,Finland,FI,2022-W10,2022-03-13,deaths,5-14,0
non-sentinel,Finland,FI,2022-W10,2022-03-13,deaths,65+,147
non-sentinel,Finland,FI,2022-W10,2022-03-13,deaths,total,155
non-sentinel,Finland,FI,2022-W09,2022-03-06,deaths,0-4,0
non-sentinel,Finland,FI,2022-W09,2022-03-06,deaths,15-64,9
non-sentinel,Finland,FI,2022-W09,2022-03-06,deaths,5-14,0
non-sentinel,Finland,FI,2022-W09,2022-03-06,deaths,65+,163
non-sentinel,Finland,FI,2022-W09,2022-03-06,deaths,total,172
non-sentinel,Finland,FI,2022-W08,2022-02-27,deaths,0-4,0
non-sentinel,Finland,FI,2022-W08,2022-02-27,deaths,15-64,10
non-sentinel,Finland,FI,2022-W08,2022-02-27,deaths,5-14,0
non-sentinel,Finland,FI,2022-W08,2022-02-27,deaths,65+,102
non-sentinel,Finland,FI,2022-W08,2022-02-27,deaths,total,112
non-sentinel,Finland,FI,2022-W07,2022-02-20,deaths,0-4,0
non-sentinel,Finland,FI,2022-W07,2022-02-20,deaths,15-64,12
non-sentinel,Finland,FI,2022-W07,2022-02-20,deaths,5-14,0
non-sentinel,Finland,FI,2022-W07,2022-02-20,deaths,65+,99
non-sentinel,Finland,FI,2022-W07,2022-02-20,deaths,total,111
non-sentinel,Finland,FI,2022-W06,2022-02-13,deaths,0-4,0
non-sentinel,Finland,FI,2022-W06,2022-02-13,deaths,15-64,13
non-sentinel,Finland,FI,2022-W06,2022-02-13,deaths,5-14,0
non-sentinel,Finland,FI,2022-W06,2022-02-13,deaths,65+,133
non-sentinel,Finland,FI,2022-W06,2022-02-13,deaths,total,146
non-sentinel,Finland,FI,2022-W05,2022-02-06,deaths,0-4,0
non-sentinel,Finland,FI,2022-W05,2022-02-06,deaths,15-64,11
non-sentinel,Finland,FI,2022-W05,2022-02-06,deaths,5-14,0
non-sentinel,Finland,FI,2022-W05,2022-02-06,deaths,65+,115
non-sentinel,Finland,FI,2022-W05,2022-02-06,deaths,total,126
non-sentinel,Finland,FI,2022-W04,2022-01-30,deaths,0-4,0
non-sentinel,Finland,FI,2022-W04,2022-01-30,deaths,15-64,8
non-sentinel,Finland,FI,2022-W04,2022-01-30,deaths,5-14,0
non-sentinel,Finland,FI,2022-W04,2022-01-30,deaths,65+,98
non-sentinel,Finland,FI,2022-W04,2022-01-30,deaths,total,106
non-sentinel,Finland,FI,2022-W03,2022-01-23,deaths,0-4,0
non-sentinel,Finland,FI,2022-W03,2022-01-23,deaths,15-64,13
non-sentinel,Finland,FI,2022-W03,2022-01-23,deaths,5-14,0
non-sentinel,Finland,FI,2022-W03,2022-01-23,deaths,65+,137
non-sentinel,Finland,FI,2022-W03,2022-01-23,deaths,total,150
non-sentinel,Finland,FI,2022-W02,2022-01-16,deaths,0-4,0
non-sentinel,Finland,FI,2022-W02,2022-01-16,deaths,15-64,10
non-sentinel,Finland,FI,2022-W02,2022-01-16,deaths,5-14,1
non-sentinel,Finland,FI,2022-W02,2022-01-16,deaths,65+,88
non-sentinel,Finland,FI,2022-W02,2022-01-16,deaths,total,99
non-sentinel,Finland,FI,2022-W01,2022-01-09,deaths,0-4,0
non-sentinel,Finland,FI,2022-W01,2022-01-09,deaths,15-64,7
non-sentinel,Finland,FI,2022-W01,2022-01-09,deaths,5-14,1
non-sentinel,Finland,FI,2022-W01,2022-01-09,deaths,65+,75
non-sentinel,Finland,FI,2022-W01,2022-01-09,deaths,total,83
non-sentinel,Finland,FI,2021-W52,2022-01-02,deaths,0-4,0
non-sentinel,Finland,FI,2021-W52,2022-01-02,deaths,15-64,11
non-sentinel,Finland,FI,2021-W52,2022-01-02,deaths,5-14,0
non-sentinel,Finland,FI,2021-W52,2022-01-02,deaths,65+,51
non-sentinel,Finland,FI,2021-W52,2022-01-02,deaths,total,62
non-sentinel,Finland,FI,2021-W51,2021-12-26,deaths,0-4,0
non-sentinel,Finland,FI,2021-W51,2021-12-26,deaths,15-64,8
non-sentinel,Finland,FI,2021-W51,2021-12-26,deaths,5-14,0
non-sentinel,Finland,FI,2021-W51,2021-12-26,deaths,65+,36
non-sentinel,Finland,FI,2021-W51,2021-12-26,deaths,total,44
non-sentinel,Finland,FI,2021-W50,2021-12-19,deaths,0-4,0
non-sentinel,Finland,FI,2021-W50,2021-12-19,deaths,15-64,3
non-sentinel,Finland,FI,2021-W50,2021-12-19,deaths,5-14,0
non-sentinel,Finland,FI,2021-W50,2021-12-19,deaths,65+,40
non-sentinel,Finland,FI,2021-W50,2021-12-19,deaths,total,43
non-sentinel,Finland,FI,2021-W49,2021-12-12,deaths,0-4,1
non-sentinel,Finland,FI,2021-W49,2021-12-12,deaths,15-64,6
non-sentinel,Finland,FI,2021-W49,2021-12-12,deaths,5-14,0
non-sentinel,Finland,FI,2021-W49,2021-12-12,deaths,65+,44
non-sentinel,Finland,FI,2021-W49,2021-12-12,deaths,total,51
non-sentinel,Finland,FI,2021-W48,2021-12-05,deaths,0-4,0
non-sentinel,Finland,FI,2021-W48,2021-12-05,deaths,15-64,5
non-sentinel,Finland,FI,2021-W48,2021-12-05,deaths,5-14,0
non-sentinel,Finland,FI,2021-W48,2021-12-05,deaths,65+,53
non-sentinel,Finland,FI,2021-W48,2021-12-05,deaths,total,58
non-sentinel,Finland,FI,2021-W47,2021-11-28,deaths,0-4,0
non-sentinel,Finland,FI,2021-W47,2021-11-28,deaths,15-64,8
non-sentinel,Finland,FI,2021-W47,2021-11-28,deaths,5-14,0
non-sentinel,Finland,FI,2021-W47,2021-11-28,deaths,65+,59
non-sentinel,Finland,FI,2021-W47,2021-11-28,deaths,total,67
non-sentinel,Finland,FI,2021-W46,2021-11-21,deaths,0-4,0
non-sentinel,Finland,FI,2021-W46,2021-11-21,deaths,15-64,7
non-sentinel,Finland,FI,2021-W46,2021-11-21,deaths,5-14,0
non-sentinel,Finland,FI,2021-W46,2021-11-21,deaths,65+,44
non-sentinel,Finland,FI,2021-W46,2021-11-21,deaths,total,51
non-sentinel,Finland,FI,2021-W45,2021-11-14,deaths,0-4,0
non-sentinel,Finland,FI,2021-W45,2021-11-14,deaths,15-64,6
non-sentinel,Finland,FI,2021-W45,2021-11-14,deaths,5-14,0
non-sentinel,Finland,FI,2021-W45,2021-11-14,deaths,65+,34
non-sentinel,Finland,FI,2021-W45,2021-11-14,deaths,total,40
non-sentinel,Finland,FI,2021-W44,2021-11-07,deaths,0-4,0
non-sentinel,Finland,FI,2021-W44,2021-11-07,deaths,15-64,4
non-sentinel,Finland,FI,2021-W44,2021-11-07,deaths,5-14,0
non-sentinel,Finland,FI,2021-W44,2021-11-07,deaths,65+,26
non-sentinel,Finland,FI,2021-W44,2021-11-07,deaths,total,30
non-sentinel,Finland,FI,2021-W43,2021-10-31,deaths,0-4,0
non-sentinel,Finland,FI,2021-W43,2021-10-31,deaths,15-64,4
non-sentinel,Finland,FI,2021-W43,2021-10-31,deaths,5-14,0
non-sentinel,Finland,FI,2021-W43,2021-10-31,deaths,65+,22
non-sentinel,Finland,FI,2021-W43,2021-10-31,deaths,total,26
non-sentinel,Finland,FI,2021-W42,2021-10-24,deaths,0-4,0
non-sentinel,Finland,FI,2021-W42,2021-10-24,deaths,15-64,3
non-sentinel,Finland,FI,2021-W42,2021-10-24,deaths,5-14,0
non-sentinel,Finland,FI,2021-W42,2021-10-24,deaths,65+,25
non-sentinel,Finland,FI,2021-W42,2021-10-24,deaths,total,28
non-sentinel,Finland,FI,2021-W41,2021-10-17,deaths,0-4,0
non-sentinel,Finland,FI,2021-W41,2021-10-17,deaths,15-64,4
non-sentinel,Finland,FI,2021-W41,2021-10-17,deaths,5-14,0
non-sentinel,Finland,FI,2021-W41,2021-10-17,deaths,65+,20
non-sentinel,Finland,FI,2021-W41,2021-10-17,deaths,total,24
non-sentinel,Finland,FI,2021-W40,2021-10-10,deaths,0-4,0
non-sentinel,Finland,FI,2021-W40,2021-10-10,deaths,15-64,2
non-sentinel,Finland,FI,2021-W40,2021-10-10,deaths,5-14,0
non-sentinel,Finland,FI,2021-W40,2021-10-10,deaths,65+,23
non-sentinel,Finland,FI,2021-W40,2021-10-10,deaths,total,25
non-sentinel,Finland,FI,2021-W39,2021-10-03,deaths,0-4,0
non-sentinel,Finland,FI,2021-W39,2021-10-03,deaths,15-64,0
non-sentinel,Finland,FI,2021-W39,2021-10-03,deaths,5-14,0
non-sentinel,Finland,FI,2021-W39,2021-10-03,deaths,65+,15
non-sentinel,Finland,FI,2021-W39,2021-10-03,deaths,total,15
non-sentinel,Finland,FI,2021-W38,2021-09-26,deaths,0-4,0
non-sentinel,Finland,FI,2021-W38,2021-09-26,deaths,15-64,1
non-sentinel,Finland,FI,2021-W38,2021-09-26,deaths,5-14,0
non-sentinel,Finland,FI,2021-W38,2021-09-26,deaths,65+,16
non-sentinel,Finland,FI,2021-W38,2021-09-26,deaths,total,17
non-sentinel,Finland,FI,2021-W37,2021-09-19,deaths,0-4,0
non-sentinel,Finland,FI,2021-W37,2021-09-19,deaths,15-64,1
non-sentinel,Finland,FI,2021-W37,2021-09-19,deaths,5-14,0
non-sentinel,Finland,FI,2021-W37,2021-09-19,deaths,65+,10
non-sentinel,Finland,FI,2021-W37,2021-09-19,deaths,total,11
non-sentinel,Finland,FI,2021-W36,2021-09-12,deaths,0-4,0
non-sentinel,Finland,FI,2021-W36,2021-09-12,deaths,15-64,0
non-sentinel,Finland,FI,2021-W36,2021-09-12,deaths,5-14,0
non-sentinel,Finland,FI,2021-W36,2021-09-12,deaths,65+,12
non-sentinel,Finland,FI,2021-W36,2021-09-12,deaths,total,12
non-sentinel,Finland,FI,2021-W35,2021-09-05,deaths,0-4,0
non-sentinel,Finland,FI,2021-W35,2021-09-05,deaths,15-64,2
non-sentinel,Finland,FI,2021-W35,2021-09-05,deaths,5-14,0
non-sentinel,Finland,FI,2021-W35,2021-09-05,deaths,65+,8
non-sentinel,Finland,FI,2021-W35,2021-09-05,deaths,total,10
non-sentinel,Finland,FI,2021-W34,2021-08-29,deaths,0-4,0
non-sentinel,Finland,FI,2021-W34,2021-08-29,deaths,15-64,2
non-sentinel,Finland,FI,2021-W34,2021-08-29,deaths,5-14,0
non-sentinel,Finland,FI,2021-W34,2021-08-29,deaths,65+,8
non-sentinel,Finland,FI,2021-W34,2021-08-29,deaths,total,10
non-sentinel,Finland,FI,2021-W33,2021-08-22,deaths,0-4,0
non-sentinel,Finland,FI,2021-W33,2021-08-22,deaths,15-64,2
non-sentinel,Finland,FI,2021-W33,2021-08-22,deaths,5-14,0
non-sentinel,Finland,FI,2021-W33,2021-08-22,deaths,65+,5
non-sentinel,Finland,FI,2021-W33,2021-08-22,deaths,total,7
non-sentinel,Finland,FI,2021-W32,2021-08-15,deaths,0-4,0
non-sentinel,Finland,FI,2021-W32,2021-08-15,deaths,15-64,4
non-sentinel,Finland,FI,2021-W32,2021-08-15,deaths,5-14,0
non-sentinel,Finland,FI,2021-W32,2021-08-15,deaths,65+,9
non-sentinel,Finland,FI,2021-W32,2021-08-15,deaths,total,13
non-sentinel,Finland,FI,2021-W31,2021-08-08,deaths,0-4,0
non-sentinel,Finland,FI,2021-W31,2021-08-08,deaths,15-64,6
non-sentinel,Finland,FI,2021-W31,2021-08-08,deaths,5-14,0
non-sentinel,Finland,FI,2021-W31,2021-08-08,deaths,65+,8
non-sentinel,Finland,FI,2021-W31,2021-08-08,deaths,total,14
non-sentinel,Finland,FI,2021-W30,2021-08-01,deaths,0-4,0
non-sentinel,Finland,FI,2021-W30,2021-08-01,deaths,15-64,0
non-sentinel,Finland,FI,2021-W30,2021-08-01,deaths,5-14,0
non-sentinel,Finland,FI,2021-W30,2021-08-01,deaths,65+,4
non-sentinel,Finland,FI,2021-W30,2021-08-01,deaths,total,4
non-sentinel,Finland,FI,2021-W29,2021-07-25,deaths,0-4,0
non-sentinel,Finland,FI,2021-W29,2021-07-25,deaths,15-64,0
non-sentinel,Finland,FI,2021-W29,2021-07-25,deaths,5-14,0
non-sentinel,Finland,FI,2021-W29,2021-07-25,deaths,65+,2
non-sentinel,Finland,FI,2021-W29,2021-07-25,deaths,total,2
non-sentinel,Finland,FI,2021-W28,2021-07-18,deaths,0-4,0
non-sentinel,Finland,FI,2021-W28,2021-07-18,deaths,15-64,0
non-sentinel,Finland,FI,2021-W28,2021-07-18,deaths,5-14,0
non-sentinel,Finland,FI,2021-W28,2021-07-18,deaths,65+,0
non-sentinel,Finland,FI,2021-W28,2021-07-18,deaths,total,0
non-sentinel,Finland,FI,2021-W27,2021-07-11,deaths,0-4,0
non-sentinel,Finland,FI,2021-W27,2021-07-11,deaths,15-64,2
non-sentinel,Finland,FI,2021-W27,2021-07-11,deaths,5-14,0
non-sentinel,Finland,FI,2021-W27,2021-07-11,deaths,65+,1
non-sentinel,Finland,FI,2021-W27,2021-07-11,deaths,total,3
non-sentinel,Finland,FI,2021-W26,2021-07-04,deaths,0-4,0
non-sentinel,Finland,FI,2021-W26,2021-07-04,deaths,15-64,1
non-sentinel,Finland,FI,2021-W26,2021-07-04,deaths,5-14,0
non-sentinel,Finland,FI,2021-W26,2021-07-04,deaths,65+,0
non-sentinel,Finland,FI,2021-W26,2021-07-04,deaths,total,1
non-sentinel,Finland,FI,2021-W25,2021-06-27,deaths,0-4,0
non-sentinel,Finland,FI,2021-W25,2021-06-27,deaths,15-64,1
non-sentinel,Finland,FI,2021-W25,2021-06-27,deaths,5-14,0
non-sentinel,Finland,FI,2021-W25,2021-06-27,deaths,65+,1
non-sentinel,Finland,FI,2021-W25,2021-06-27,deaths,total,2
non-sentinel,Finland,FI,2021-W24,2021-06-20,deaths,0-4,0
non-sentinel,Finland,FI,2021-W24,2021-06-20,deaths,15-64,1
non-sentinel,Finland,FI,2021-W24,2021-06-20,deaths,5-14,0
non-sentinel,Finland,FI,2021-W24,2021-06-20,deaths,65+,0
non-sentinel,Finland,FI,2021-W24,2021-06-20,deaths,total,1
non-sentinel,Finland,FI,2021-W23,2021-06-13,deaths,0-4,0
non-sentinel,Finland,FI,2021-W23,2021-06-13,deaths,15-64,0
non-sentinel,Finland,FI,2021-W23,2021-06-13,deaths,5-14,0
non-sentinel,Finland,FI,2021-W23,2021-06-13,deaths,65+,5
non-sentinel,Finland,FI,2021-W23,2021-06-13,deaths,total,5
non-sentinel,Finland,FI,2021-W22,2021-06-06,deaths,0-4,0
non-sentinel,Finland,FI,2021-W22,2021-06-06,deaths,15-64,0
non-sentinel,Finland,FI,2021-W22,2021-06-06,deaths,5-14,0
non-sentinel,Finland,FI,2021-W22,2021-06-06,deaths,65+,5
non-sentinel,Finland,FI,2021-W22,2021-06-06,deaths,total,5
non-sentinel,Finland,FI,2021-W21,2021-05-30,deaths,0-4,0
non-sentinel,Finland,FI,2021-W21,2021-05-30,deaths,15-64,1
non-sentinel,Finland,FI,2021-W21,2021-05-30,deaths,5-14,0
non-sentinel,Finland,FI,2021-W21,2021-05-30,deaths,65+,14
non-sentinel,Finland,FI,2021-W21,2021-05-30,deaths,total,15
non-sentinel,Finland,FI,2021-W20,2021-05-23,deaths,0-4,0
non-sentinel,Finland,FI,2021-W20,2021-05-23,deaths,15-64,0
non-sentinel,Finland,FI,2021-W20,2021-05-23,deaths,5-14,0
non-sentinel,Finland,FI,2021-W20,2021-05-23,deaths,65+,11
non-sentinel,Finland,FI,2021-W20,2021-05-23,deaths,total,11
non-sentinel,Finland,FI,2021-W19,2021-05-16,deaths,0-4,0
non-sentinel,Finland,FI,2021-W19,2021-05-16,deaths,15-64,1
non-sentinel,Finland,FI,2021-W19,2021-05-16,deaths,5-14,0
non-sentinel,Finland,FI,2021-W19,2021-05-16,deaths,65+,6
non-sentinel,Finland,FI,2021-W19,2021-05-16,deaths,total,7
non-sentinel,Finland,FI,2021-W18,2021-05-09,deaths,0-4,0
non-sentinel,Finland,FI,2021-W18,2021-05-09,deaths,15-64,4
non-sentinel,Finland,FI,2021-W18,2021-05-09,deaths,5-14,0
non-sentinel,Finland,FI,2021-W18,2021-05-09,deaths,65+,10
non-sentinel,Finland,FI,2021-W18,2021-05-09,deaths,total,14
non-sentinel,Finland,FI,2021-W17,2021-05-02,deaths,0-4,0
non-sentinel,Finland,FI,2021-W17,2021-05-02,deaths,15-64,2
non-sentinel,Finland,FI,2021-W17,2021-05-02,deaths,5-14,0
non-sentinel,Finland,FI,2021-W17,2021-05-02,deaths,65+,8
non-sentinel,Finland,FI,2021-W17,2021-05-02,deaths,total,10
non-sentinel,Finland,FI,2021-W16,2021-04-25,deaths,0-4,0
non-sentinel,Finland,FI,2021-W16,2021-04-25,deaths,15-64,4
non-sentinel,Finland,FI,2021-W16,2021-04-25,deaths,5-14,0
non-sentinel,Finland,FI,2021-W16,2021-04-25,deaths,65+,14
non-sentinel,Finland,FI,2021-W16,2021-04-25,deaths,total,18
non-sentinel,Finland,FI,2021-W15,2021-04-18,deaths,0-4,0
non-sentinel,Finland,FI,2021-W15,2021-04-18,deaths,15-64,3
non-sentinel,Finland,FI,2021-W15,2021-04-18,deaths,5-14,0
non-sentinel,Finland,FI,2021-W15,2021-04-18,deaths,65+,14
non-sentinel,Finland,FI,2021-W15,2021-04-18,deaths,total,17
non-sentinel,Finland,FI,2021-W14,2021-04-11,deaths,0-4,0
non-sentinel,Finland,FI,2021-W14,2021-04-11,deaths,15-64,1
non-sentinel,Finland,FI,2021-W14,2021-04-11,deaths,5-14,0
non-sentinel,Finland,FI,2021-W14,2021-04-11,deaths,65+,15
non-sentinel,Finland,FI,2021-W14,2021-04-11,deaths,total,16
non-sentinel,Finland,FI,2021-W13,2021-04-04,deaths,0-4,0
non-sentinel,Finland,FI,2021-W13,2021-04-04,deaths,15-64,7
non-sentinel,Finland,FI,2021-W13,2021-04-04,deaths,5-14,0
non-sentinel,Finland,FI,2021-W13,2021-04-04,deaths,65+,23
non-sentinel,Finland,FI,2021-W13,2021-04-04,deaths,total,30
non-sentinel,Finland,FI,2021-W12,2021-03-28,deaths,0-4,0
non-sentinel,Finland,FI,2021-W12,2021-03-28,deaths,15-64,1
non-sentinel,Finland,FI,2021-W12,2021-03-28,deaths,5-14,0
non-sentinel,Finland,FI,2021-W12,2021-03-28,deaths,65+,17
non-sentinel,Finland,FI,2021-W12,2021-03-28,deaths,total,18
non-sentinel,Finland,FI,2021-W11,2021-03-21,deaths,0-4,0
non-sentinel,Finland,FI,2021-W11,2021-03-21,deaths,15-64,1
non-sentinel,Finland,FI,2021-W11,2021-03-21,deaths,5-14,0
non-sentinel,Finland,FI,2021-W11,2021-03-21,deaths,65+,16
non-sentinel,Finland,FI,2021-W11,2021-03-21,deaths,total,17
non-sentinel,Finland,FI,2021-W10,2021-03-14,deaths,0-4,1
non-sentinel,Finland,FI,2021-W10,2021-03-14,deaths,15-64,2
non-sentinel,Finland,FI,2021-W10,2021-03-14,deaths,5-14,0
non-sentinel,Finland,FI,2021-W10,2021-03-14,deaths,65+,20
non-sentinel,Finland,FI,2021-W10,2021-03-14,deaths,total,23
non-sentinel,Finland,FI,2021-W09,2021-03-07,deaths,0-4,0
non-sentinel,Finland,FI,2021-W09,2021-03-07,deaths,15-64,3
non-sentinel,Finland,FI,2021-W09,2021-03-07,deaths,5-14,0
non-sentinel,Finland,FI,2021-W09,2021-03-07,deaths,65+,21
non-sentinel,Finland,FI,2021-W09,2021-03-07,deaths,total,24
non-sentinel,Finland,FI,2021-W08,2021-02-28,deaths,0-4,0
non-sentinel,Finland,FI,2021-W08,2021-02-28,deaths,15-64,2
non-sentinel,Finland,FI,2021-W08,2021-02-28,deaths,5-14,0
non-sentinel,Finland,FI,2021-W08,2021-02-28,deaths,65+,24
non-sentinel,Finland,FI,2021-W08,2021-02-28,deaths,total,26
non-sentinel,Finland,FI,2021-W07,2021-02-21,deaths,0-4,0
non-sentinel,Finland,FI,2021-W07,2021-02-21,deaths,15-64,2
non-sentinel,Finland,FI,2021-W07,2021-02-21,deaths,5-14,0
non-sentinel,Finland,FI,2021-W07,2021-02-21,deaths,65+,15
non-sentinel,Finland,FI,2021-W07,2021-02-21,deaths,total,17
non-sentinel,Finland,FI,2021-W06,2021-02-14,deaths,0-4,0
non-sentinel,Finland,FI,2021-W06,2021-02-14,deaths,15-64,1
non-sentinel,Finland,FI,2021-W06,2021-02-14,deaths,5-14,0
non-sentinel,Finland,FI,2021-W06,2021-02-14,deaths,65+,16
non-sentinel,Finland,FI,2021-W06,2021-02-14,deaths,total,17
non-sentinel,Finland,FI,2021-W05,2021-02-07,deaths,0-4,0
non-sentinel,Finland,FI,2021-W05,2021-02-07,deaths,15-64,3
non-sentinel,Finland,FI,2021-W05,2021-02-07,deaths,5-14,0
non-sentinel,Finland,FI,2021-W05,2021-02-07,deaths,65+,20
non-sentinel,Finland,FI,2021-W05,2021-02-07,deaths,total,23
non-sentinel,Finland,FI,2021-W04,2021-01-31,deaths,0-4,0
non-sentinel,Finland,FI,2021-W04,2021-01-31,deaths,15-64,1
non-sentinel,Finland,FI,2021-W04,2021-01-31,deaths,5-14,0
non-sentinel,Finland,FI,2021-W04,2021-01-31,deaths,65+,23
non-sentinel,Finland,FI,2021-W04,2021-01-31,deaths,total,24
non-sentinel,Finland,FI,2021-W03,2021-01-24,deaths,0-4,0
non-sentinel,Finland,FI,2021-W03,2021-01-24,deaths,15-64,2
non-sentinel,Finland,FI,2021-W03,2021-01-24,deaths,5-14,0
non-sentinel,Finland,FI,2021-W03,2021-01-24,deaths,65+,32
non-sentinel,Finland,FI,2021-W03,2021-01-24,deaths,total,34
non-sentinel,Finland,FI,2021-W02,2021-01-17,deaths,0-4,0
non-sentinel,Finland,FI,2021-W02,2021-01-17,deaths,15-64,0
non-sentinel,Finland,FI,2021-W02,2021-01-17,deaths,5-14,0
non-sentinel,Finland,FI,2021-W02,2021-01-17,deaths,65+,23
non-sentinel,Finland,FI,2021-W02,2021-01-17,deaths,total,23
non-sentinel,Finland,FI,2021-W01,2021-01-10,deaths,0-4,0
non-sentinel,Finland,FI,2021-W01,2021-01-10,deaths,15-64,2
non-sentinel,Finland,FI,2021-W01,2021-01-10,deaths,5-14,0
non-sentinel,Finland,FI,2021-W01,2021-01-10,deaths,65+,19
non-sentinel,Finland,FI,2021-W01,2021-01-10,deaths,total,21
non-sentinel,Finland,FI,2020-W53,2021-01-10,deaths,0-4,0
non-sentinel,Finland,FI,2020-W53,2021-01-10,deaths,15-64,4
non-sentinel,Finland,FI,2020-W53,2021-01-10,deaths,5-14,0
non-sentinel,Finland,FI,2020-W53,2021-01-10,deaths,65+,31
non-sentinel,Finland,FI,2020-W53,2021-01-10,deaths,total,35
non-sentinel,Finland,FI,2020-W52,2021-01-03,deaths,0-4,0
non-sentinel,Finland,FI,2020-W52,2021-01-03,deaths,15-64,4
non-sentinel,Finland,FI,2020-W52,2021-01-03,deaths,5-14,0
non-sentinel,Finland,FI,2020-W52,2021-01-03,deaths,65+,32
non-sentinel,Finland,FI,2020-W52,2021-01-03,deaths,total,36
non-sentinel,Finland,FI,2020-W51,2020-12-27,deaths,0-4,0
non-sentinel,Finland,FI,2020-W51,2020-12-27,deaths,15-64,2
non-sentinel,Finland,FI,2020-W51,2020-12-27,deaths,5-14,0
non-sentinel,Finland,FI,2020-W51,2020-12-27,deaths,65+,46
non-sentinel,Finland,FI,2020-W51,2020-12-27,deaths,total,48
non-sentinel,Finland,FI,2020-W50,2020-12-20,deaths,0-4,0
non-sentinel,Finland,FI,2020-W50,2020-12-20,deaths,15-64,3
non-sentinel,Finland,FI,2020-W50,2020-12-20,deaths,5-14,0
non-sentinel,Finland,FI,2020-W50,2020-12-20,deaths,65+,34
non-sentinel,Finland,FI,2020-W50,2020-12-20,deaths,total,37
non-sentinel,Finland,FI,2020-W49,2020-12-13,deaths,0-4,0
non-sentinel,Finland,FI,2020-W49,2020-12-13,deaths,15-64,1
non-sentinel,Finland,FI,2020-W49,2020-12-13,deaths,5-14,0
non-sentinel,Finland,FI,2020-W49,2020-12-13,deaths,65+,27
non-sentinel,Finland,FI,2020-W49,2020-12-13,deaths,total,28
non-sentinel,Finland,FI,2020-W48,2020-12-06,deaths,0-4,0
non-sentinel,Finland,FI,2020-W48,2020-12-06,deaths,15-64,1
non-sentinel,Finland,FI,2020-W48,2020-12-06,deaths,5-14,0
non-sentinel,Finland,FI,2020-W48,2020-12-06,deaths,65+,18
non-sentinel,Finland,FI,2020-W48,2020-12-06,deaths,total,19
non-sentinel,Finland,FI,2020-W47,2020-11-29,deaths,0-4,0
non-sentinel,Finland,FI,2020-W47,2020-11-29,deaths,15-64,1
non-sentinel,Finland,FI,2020-W47,2020-11-29,deaths,5-14,0
non-sentinel,Finland,FI,2020-W47,2020-11-29,deaths,65+,18
